"Repo","Abbreviation","WorkshopId","TreeFingerprint","Count","Ordinals","CommitShas","Subjects"
"Ethnicities-and-Portraits-Expanded","EPE","2507209632","cf15bf0653e3b232d8870a781f0c7879c5438188159c20cc872068b27b34bb2c","2","8 | 10","fa84cac63da28d1638da6654995cbf9591d43878 | 0a56c30b2fc9fbf7feac6efb2dbf0c13a790c1eb","2026.02.04 | 2026.03.19 Fix 1"
